Text16;Текст3;Text14;Text18;Text17;Текст5;Text23;Text24
158;17.08.2013;02:51:59;17.08.2013;02:55:36;0:03:37;"Долгота=38° 59' 45.35"" Широта=45° 13' 35.23""";
159;17.08.2013;03:37:26;17.08.2013;03:39:49;0:02:23;"Долгота=39° 11' 31.14"" Широта=45° 15' 02.18""";
160;17.08.2013;03:41:47;17.08.2013;03:44:04;0:02:17;"Долгота=39° 11' 03.85"" Широта=45° 14' 59.78""";
161;17.08.2013;03:44:48;17.08.2013;03:50:24;0:05:36;"Долгота=39° 10' 55.28"" Широта=45° 14' 57.03""";
162;17.08.2013;03:51:24;17.08.2013;03:55:24;0:04:00;Точка №3 тупичёк за озером.;
163;17.08.2013;04:01:24;17.08.2013;04:10:28;0:09:04;Точка №3 тупичёк за озером.;
164;17.08.2013;04:37:50;17.08.2013;05:07:34;0:29:44;Хоз двор. Место где находится гараж.;
165;17.08.2013;05:12:00;17.08.2013;05:18:52;0:06:52;"Долгота=38° 59' 07.51"" Широта=45° 14' 20.08""";
166;17.08.2013;05:19:38;17.08.2013;05:31:22;0:11:44;"Долгота=38° 59' 05.03"" Широта=45° 14' 25.68""";
167;17.08.2013;05:32:43;17.08.2013;05:37:17;0:04:34;"Долгота=38° 59' 01.79"" Широта=45° 14' 33.70""";
168;17.08.2013;05:37:43;17.08.2013;06:07:33;0:29:50;"Долгота=38° 58' 59.88"" Широта=45° 14' 37.66""";
169;17.08.2013;06:08:28;17.08.2013;06:11:50;0:03:22;"Долгота=38° 58' 58.83"" Широта=45° 14' 42.06""";
170;17.08.2013;06:11:54;17.08.2013;06:13:17;0:01:23;"Долгота=38° 58' 58.38"" Широта=45° 14' 44.26""";
171;17.08.2013;06:13:20;17.08.2013;06:18:24;0:05:04;"Долгота=38° 58' 58.16"" Широта=45° 14' 45.02""";
172;17.08.2013;06:18:38;17.08.2013;06:23:43;0:05:05;"Долгота=38° 58' 57.42"" Широта=45° 14' 48.20""";
173;17.08.2013;06:24:30;17.08.2013;06:26:34;0:02:04;"Долгота=38° 58' 56.06"" Широта=45° 14' 53.24""";
174;17.08.2013;06:26:41;17.08.2013;06:29:22;0:02:41;"Долгота=38° 58' 55.59"" Широта=45° 14' 55.14""";
175;17.08.2013;06:32:54;17.08.2013;06:34:20;0:01:26;"Долгота=39° 00' 11.78"" Широта=45° 15' 07.51""";
176;17.08.2013;06:34:33;17.08.2013;06:36:28;0:01:55;"Долгота=39° 00' 12.81"" Широта=45° 15' 04.66""";
177;17.08.2013;06:37:20;17.08.2013;06:39:04;0:01:44;"Долгота=39° 00' 13.83"" Широта=45° 15' 01.21""";
178;17.08.2013;06:40:22;17.08.2013;06:42:15;0:01:53;"Долгота=39° 00' 15.92"" Широта=45° 14' 54.95""";
179;17.08.2013;06:43:41;17.08.2013;06:46:43;0:03:02;"Долгота=39° 00' 17.85"" Широта=45° 14' 49.18""";
180;17.08.2013;06:48:45;17.08.2013;06:49:46;0:01:01;"Долгота=39° 00' 21.57"" Широта=45° 14' 39.88""";
181;17.08.2013;06:49:58;17.08.2013;06:51:46;0:01:48;"Долгота=39° 00' 22.11"" Широта=45° 14' 37.62""";
182;17.08.2013;06:59:18;17.08.2013;07:04:22;0:05:04;"Долгота=38° 57' 09.71"" Широта=45° 13' 58.98""";
183;17.08.2013;07:06:22;17.08.2013;07:13:11;0:06:49;"Долгота=38° 57' 15.70"" Широта=45° 13' 57.75""";
184;17.08.2013;07:40:44;17.08.2013;07:46:07;0:05:23;"Долгота=39° 11' 06.97"" Широта=45° 13' 58.12""";
185;17.08.2013;07:51:24;17.08.2013;07:52:51;0:01:27;"Долгота=39° 11' 31.34"" Широта=45° 15' 02.46""";
186;17.08.2013;07:55:04;17.08.2013;08:05:59;0:10:55;"Долгота=39° 11' 03.86"" Широта=45° 14' 59.88""";
187;17.08.2013;08:07:27;17.08.2013;08:12:34;0:05:07;"Долгота=39° 10' 53.48"" Широта=45° 14' 56.90""";
188;17.08.2013;08:35:22;17.08.2013;08:44:11;0:08:49;"Долгота=39° 00' 44.27"" Широта=45° 14' 16.77""";
189;17.08.2013;08:51:00;17.08.2013;09:08:29;0:17:29;"Долгота=39° 00' 30.50"" Широта=45° 15' 13.46""";
190;17.08.2013;09:09:53;17.08.2013;09:14:13;0:04:20;"Долгота=39° 00' 25.80"" Широта=45° 15' 05.95""";
191;17.08.2013;09:28:46;17.08.2013;10:14:21;0:45:35;"Долгота=38° 59' 00.00"" Широта=45° 14' 37.51""";
192;17.08.2013;10:18:13;17.08.2013;10:29:47;0:11:34;Хоз двор. Место где находится гараж.;
193;17.08.2013;10:37:31;17.08.2013;10:42:53;0:05:22;"Долгота=39° 00' 23.21"" Широта=45° 14' 33.51""";
194;17.08.2013;10:43:05;17.08.2013;10:45:31;0:02:26;"Долгота=39° 00' 23.70"" Широта=45° 14' 29.29""";
195;17.08.2013;10:45:50;17.08.2013;10:46:59;0:01:09;"Долгота=39° 00' 24.72"" Широта=45° 14' 24.61""";
196;17.08.2013;10:47:02;17.08.2013;10:50:41;0:03:39;"Долгота=39° 00' 24.91"" Широта=45° 14' 22.50""";
197;17.08.2013;10:50:53;17.08.2013;10:53:01;0:02:08;"Долгота=39° 00' 25.14"" Широта=45° 14' 19.14""";
198;17.08.2013;10:54:00;17.08.2013;10:58:18;0:04:18;"Долгота=39° 00' 25.97"" Широта=45° 14' 12.11""";
199;17.08.2013;10:58:24;17.08.2013;10:59:40;0:01:16;"Долгота=39° 00' 26.52"" Широта=45° 14' 09.87""";
200;17.08.2013;11:01:37;17.08.2013;11:03:12;0:01:35;"Долгота=39° 00' 33.27"" Широта=45° 14' 04.20""";
201;17.08.2013;11:04:06;17.08.2013;11:19:19;0:15:13;"Долгота=39° 00' 26.16"" Широта=45° 14' 07.66""";
202;17.08.2013;11:19:49;17.08.2013;11:28:27;0:08:38;Точка №1 ул. Набережная.;
203;17.08.2013;11:32:44;17.08.2013;11:40:16;0:07:32;"Долгота=39° 00' 20.17"" Широта=45° 14' 42.00""";
204;17.08.2013;11:42:53;17.08.2013;11:45:47;0:02:54;"Долгота=39° 00' 16.60"" Широта=45° 14' 53.53""";
205;17.08.2013;11:46:24;17.08.2013;11:58:22;0:11:58;Точка №2 ул.Привокзальная.;
206;17.08.2013;11:59:16;17.08.2013;12:05:06;0:05:50;"Долгота=39° 00' 12.63"" Широта=45° 15' 05.07""";
207;17.08.2013;12:05:22;17.08.2013;12:09:00;0:03:38;"Долгота=39° 00' 11.60"" Широта=45° 15' 07.94""";
208;17.08.2013;12:18:04;17.08.2013;12:26:17;0:08:13;"Долгота=38° 58' 44.54"" Широта=45° 14' 14.21""";
209;17.08.2013;12:31:11;17.08.2013;12:32:29;0:01:18;"Долгота=38° 59' 14.01"" Широта=45° 13' 31.07""";
210;17.08.2013;12:33:47;17.08.2013;12:36:58;0:03:11;"Долгота=38° 59' 21.82"" Широта=45° 13' 31.97""";
211;17.08.2013;12:37:18;17.08.2013;12:40:17;0:02:59;"Долгота=38° 59' 26.97"" Широта=45° 13' 32.51""";
212;17.08.2013;12:42:17;17.08.2013;12:43:51;0:01:34;"Долгота=38° 59' 32.52"" Широта=45° 13' 33.33""";
213;17.08.2013;12:43:55;17.08.2013;12:46:43;0:02:48;"Долгота=38° 59' 35.10"" Широта=45° 13' 33.85""";
214;17.08.2013;12:48:49;17.08.2013;12:52:26;0:03:37;"Долгота=38° 59' 45.35"" Широта=45° 13' 35.23""";
215;17.08.2013;13:34:16;17.08.2013;13:36:39;0:02:23;"Долгота=39° 11' 31.14"" Широта=45° 15' 02.18""";
216;17.08.2013;13:38:37;17.08.2013;13:40:54;0:02:17;"Долгота=39° 11' 03.85"" Широта=45° 14' 59.78""";
217;17.08.2013;13:41:38;17.08.2013;13:47:14;0:05:36;"Долгота=39° 10' 55.28"" Широта=45° 14' 57.03""";
218;17.08.2013;13:48:14;17.08.2013;14:07:18;0:19:04;Точка №3 тупичёк за озером.;
219;17.08.2013;14:34:40;17.08.2013;15:04:24;0:29:44;Хоз двор. Место где находится гараж.;
220;17.08.2013;15:08:50;17.08.2013;15:15:42;0:06:52;"Долгота=38° 59' 07.51"" Широта=45° 14' 20.08""";
221;17.08.2013;15:16:28;17.08.2013;15:28:12;0:11:44;"Долгота=38° 59' 05.03"" Широта=45° 14' 25.68""";
222;17.08.2013;15:29:33;17.08.2013;15:34:07;0:04:34;"Долгота=38° 59' 01.79"" Широта=45° 14' 33.70""";
223;17.08.2013;15:34:33;17.08.2013;16:04:23;0:29:50;"Долгота=38° 58' 59.88"" Широта=45° 14' 37.66""";
224;17.08.2013;16:05:18;17.08.2013;16:08:40;0:03:22;"Долгота=38° 58' 58.83"" Широта=45° 14' 42.06""";
225;17.08.2013;16:08:44;17.08.2013;16:10:07;0:01:23;"Долгота=38° 58' 58.38"" Широта=45° 14' 44.26""";
226;17.08.2013;16:10:10;17.08.2013;16:15:14;0:05:04;"Долгота=38° 58' 58.16"" Широта=45° 14' 45.02""";
227;17.08.2013;16:15:28;17.08.2013;16:20:33;0:05:05;"Долгота=38° 58' 57.42"" Широта=45° 14' 48.20""";
228;17.08.2013;16:21:20;17.08.2013;16:23:24;0:02:04;"Долгота=38° 58' 56.06"" Широта=45° 14' 53.24""";
229;17.08.2013;16:23:31;17.08.2013;16:26:12;0:02:41;"Долгота=38° 58' 55.59"" Широта=45° 14' 55.14""";
230;17.08.2013;16:29:44;17.08.2013;16:31:10;0:01:26;"Долгота=39° 00' 11.78"" Широта=45° 15' 07.51""";
231;17.08.2013;16:31:23;17.08.2013;16:33:18;0:01:55;"Долгота=39° 00' 12.81"" Широта=45° 15' 04.66""";
232;17.08.2013;16:34:10;17.08.2013;16:35:54;0:01:44;"Долгота=39° 00' 13.83"" Широта=45° 15' 01.21""";
233;17.08.2013;16:37:12;17.08.2013;16:39:05;0:01:53;"Долгота=39° 00' 15.92"" Широта=45° 14' 54.95""";
234;17.08.2013;16:40:31;17.08.2013;16:43:33;0:03:02;"Долгота=39° 00' 17.85"" Широта=45° 14' 49.18""";
235;17.08.2013;16:45:35;17.08.2013;16:46:36;0:01:01;"Долгота=39° 00' 21.57"" Широта=45° 14' 39.88""";
236;17.08.2013;16:46:48;17.08.2013;16:48:36;0:01:48;"Долгота=39° 00' 22.11"" Широта=45° 14' 37.62""";
237;17.08.2013;16:56:08;17.08.2013;17:01:12;0:05:04;"Долгота=38° 57' 09.71"" Широта=45° 13' 58.98""";
238;17.08.2013;17:03:12;17.08.2013;17:10:01;0:06:49;"Долгота=38° 57' 15.70"" Широта=45° 13' 57.75""";
239;17.08.2013;17:37:34;17.08.2013;17:42:57;0:05:23;"Долгота=39° 11' 06.97"" Широта=45° 13' 58.12""";
240;17.08.2013;17:48:14;17.08.2013;17:49:41;0:01:27;"Долгота=39° 11' 31.34"" Широта=45° 15' 02.46""";
241;17.08.2013;17:51:54;17.08.2013;18:02:49;0:10:55;"Долгота=39° 11' 03.86"" Широта=45° 14' 59.88""";
242;17.08.2013;18:04:17;17.08.2013;18:09:24;0:05:07;"Долгота=39° 10' 53.48"" Широта=45° 14' 56.90""";
243;17.08.2013;18:32:12;17.08.2013;18:41:01;0:08:49;"Долгота=39° 00' 44.27"" Широта=45° 14' 16.77""";
244;17.08.2013;18:47:50;17.08.2013;19:05:19;0:17:29;"Долгота=39° 00' 30.50"" Широта=45° 15' 13.46""";
245;17.08.2013;19:06:43;17.08.2013;19:11:03;0:04:20;"Долгота=39° 00' 25.80"" Широта=45° 15' 05.95""";
246;17.08.2013;19:25:36;17.08.2013;20:11:11;0:45:35;"Долгота=38° 59' 00.00"" Широта=45° 14' 37.51""";
247;17.08.2013;20:15:03;17.08.2013;20:26:37;0:11:34;Хоз двор. Место где находится гараж.;
248;17.08.2013;20:34:21;17.08.2013;20:39:43;0:05:22;"Долгота=39° 00' 23.21"" Широта=45° 14' 33.51""";
249;17.08.2013;20:39:55;17.08.2013;20:42:21;0:02:26;"Долгота=39° 00' 23.70"" Широта=45° 14' 29.29""";
250;17.08.2013;20:42:40;17.08.2013;20:43:49;0:01:09;"Долгота=39° 00' 24.72"" Широта=45° 14' 24.61""";
251;17.08.2013;20:43:52;17.08.2013;20:47:31;0:03:39;"Долгота=39° 00' 24.91"" Широта=45° 14' 22.50""";
252;17.08.2013;20:47:43;17.08.2013;20:49:51;0:02:08;"Долгота=39° 00' 25.14"" Широта=45° 14' 19.14""";
253;17.08.2013;20:50:50;17.08.2013;20:55:08;0:04:18;"Долгота=39° 00' 25.97"" Широта=45° 14' 12.11""";
254;17.08.2013;20:55:14;17.08.2013;20:56:30;0:01:16;"Долгота=39° 00' 26.52"" Широта=45° 14' 09.87""";
255;17.08.2013;20:58:27;17.08.2013;21:00:02;0:01:35;"Долгота=39° 00' 33.27"" Широта=45° 14' 04.20""";
256;17.08.2013;21:00:56;17.08.2013;21:16:09;0:15:13;"Долгота=39° 00' 26.16"" Широта=45° 14' 07.66""";
257;17.08.2013;21:16:39;17.08.2013;21:25:17;0:08:38;Точка №1 ул. Набережная.;
258;17.08.2013;21:29:34;17.08.2013;21:37:06;0:07:32;"Долгота=39° 00' 20.17"" Широта=45° 14' 42.00""";
259;17.08.2013;21:39:43;17.08.2013;21:42:37;0:02:54;"Долгота=39° 00' 16.60"" Широта=45° 14' 53.53""";
260;17.08.2013;21:43:14;17.08.2013;21:55:12;0:11:58;Точка №2 ул.Привокзальная.;
261;17.08.2013;21:56:06;17.08.2013;22:01:56;0:05:50;"Долгота=39° 00' 12.63"" Широта=45° 15' 05.07""";
262;17.08.2013;22:02:12;17.08.2013;22:05:50;0:03:38;"Долгота=39° 00' 11.60"" Широта=45° 15' 07.94""";
263;17.08.2013;22:14:54;17.08.2013;22:23:07;0:08:13;"Долгота=38° 58' 44.54"" Широта=45° 14' 14.21""";
264;17.08.2013;22:28:01;17.08.2013;22:29:19;0:01:18;"Долгота=38° 59' 14.01"" Широта=45° 13' 31.07""";
265;17.08.2013;22:30:37;17.08.2013;22:33:48;0:03:11;"Долгота=38° 59' 21.82"" Широта=45° 13' 31.97""";
266;17.08.2013;22:34:08;17.08.2013;22:37:07;0:02:59;"Долгота=38° 59' 26.97"" Широта=45° 13' 32.51""";
267;17.08.2013;22:39:07;17.08.2013;22:40:41;0:01:34;"Долгота=38° 59' 32.52"" Широта=45° 13' 33.33""";
268;17.08.2013;22:40:45;17.08.2013;22:43:33;0:02:48;"Долгота=38° 59' 35.10"" Широта=45° 13' 33.85""";
269;17.08.2013;22:45:39;17.08.2013;22:49:16;0:03:37;"Долгота=38° 59' 45.35"" Широта=45° 13' 35.23""";
270;17.08.2013;23:31:06;17.08.2013;23:33:29;0:02:23;"Долгота=39° 11' 31.14"" Широта=45° 15' 02.18""";
271;17.08.2013;23:35:27;17.08.2013;23:37:44;0:02:17;"Долгота=39° 11' 03.85"" Широта=45° 14' 59.78""";
272;17.08.2013;23:38:28;17.08.2013;23:44:04;0:05:36;"Долгота=39° 10' 55.28"" Широта=45° 14' 57.03""";
273;17.08.2013;23:45:04;18.08.2013;00:04:08;0:19:04;Точка №3 тупичёк за озером.;
274;18.08.2013;00:31:30;18.08.2013;01:01:14;0:29:44;Хоз двор. Место где находится гараж.;
275;18.08.2013;01:05:40;18.08.2013;01:12:32;0:06:52;"Долгота=38° 59' 07.51"" Широта=45° 14' 20.08""";
276;18.08.2013;01:13:18;18.08.2013;01:25:02;0:11:44;"Долгота=38° 59' 05.03"" Широта=45° 14' 25.68""";
277;18.08.2013;01:26:23;18.08.2013;01:30:57;0:04:34;"Долгота=38° 59' 01.79"" Широта=45° 14' 33.70""";
278;18.08.2013;01:31:23;18.08.2013;02:01:13;0:29:50;"Долгота=38° 58' 59.88"" Широта=45° 14' 37.66""";
279;18.08.2013;02:02:08;18.08.2013;02:05:30;0:03:22;"Долгота=38° 58' 58.83"" Широта=45° 14' 42.06""";
280;18.08.2013;02:05:34;18.08.2013;02:06:57;0:01:23;"Долгота=38° 58' 58.38"" Широта=45° 14' 44.26""";
281;18.08.2013;02:07:00;18.08.2013;02:12:04;0:05:04;"Долгота=38° 58' 58.16"" Широта=45° 14' 45.02""";
282;18.08.2013;02:12:18;18.08.2013;02:17:23;0:05:05;"Долгота=38° 58' 57.42"" Широта=45° 14' 48.20""";
283;18.08.2013;02:18:10;18.08.2013;02:20:14;0:02:04;"Долгота=38° 58' 56.06"" Широта=45° 14' 53.24""";
284;18.08.2013;02:20:21;18.08.2013;02:23:02;0:02:41;"Долгота=38° 58' 55.59"" Широта=45° 14' 55.14""";
285;18.08.2013;02:26:34;18.08.2013;02:28:00;0:01:26;"Долгота=39° 00' 11.78"" Широта=45° 15' 07.51""";
286;18.08.2013;02:28:13;18.08.2013;02:30:08;0:01:55;"Долгота=39° 00' 12.81"" Широта=45° 15' 04.66""";
287;18.08.2013;02:31:00;18.08.2013;02:32:44;0:01:44;"Долгота=39° 00' 13.83"" Широта=45° 15' 01.21""";
288;18.08.2013;02:34:02;18.08.2013;02:35:55;0:01:53;"Долгота=39° 00' 15.92"" Широта=45° 14' 54.95""";
289;18.08.2013;02:37:21;18.08.2013;02:40:23;0:03:02;"Долгота=39° 00' 17.85"" Широта=45° 14' 49.18""";
290;18.08.2013;02:42:25;18.08.2013;02:43:26;0:01:01;"Долгота=39° 00' 21.57"" Широта=45° 14' 39.88""";
291;18.08.2013;02:43:38;18.08.2013;02:45:26;0:01:48;"Долгота=39° 00' 22.11"" Широта=45° 14' 37.62""";
292;18.08.2013;02:52:58;18.08.2013;02:58:02;0:05:04;"Долгота=38° 57' 09.71"" Широта=45° 13' 58.98""";
293;18.08.2013;03:00:02;18.08.2013;03:06:51;0:06:49;"Долгота=38° 57' 15.70"" Широта=45° 13' 57.75""";
294;18.08.2013;03:34:24;18.08.2013;03:39:47;0:05:23;"Долгота=39° 11' 06.97"" Широта=45° 13' 58.12""";
295;18.08.2013;03:45:04;18.08.2013;03:46:31;0:01:27;"Долгота=39° 11' 31.34"" Широта=45° 15' 02.46""";
296;18.08.2013;03:48:44;18.08.2013;03:58:44;0:10:00;"Долгота=39° 11' 03.86"" Широта=45° 14' 59.88""";
297;18.08.2013;04:01:07;18.08.2013;04:06:14;0:05:07;"Долгота=39° 10' 53.48"" Широта=45° 14' 56.90""";
298;18.08.2013;04:29:02;18.08.2013;04:37:51;0:08:49;"Долгота=39° 00' 44.27"" Широта=45° 14' 16.77""";
299;18.08.2013;04:44:40;18.08.2013;05:02:09;0:17:29;"Долгота=39° 00' 30.50"" Широта=45° 15' 13.46""";
300;18.08.2013;05:03:33;18.08.2013;05:07:53;0:04:20;"Долгота=39° 00' 25.80"" Широта=45° 15' 05.95""";
301;18.08.2013;05:22:26;18.08.2013;06:08:01;0:45:35;"Долгота=38° 59' 00.00"" Широта=45° 14' 37.51""";
302;18.08.2013;06:11:53;18.08.2013;06:23:27;0:11:34;Хоз двор. Место где находится гараж.;
303;18.08.2013;06:31:11;18.08.2013;06:36:33;0:05:22;"Долгота=39° 00' 23.21"" Широта=45° 14' 33.51""";
304;18.08.2013;06:36:45;18.08.2013;06:39:11;0:02:26;"Долгота=39° 00' 23.70"" Широта=45° 14' 29.29""";
305;18.08.2013;06:39:30;18.08.2013;06:40:39;0:01:09;"Долгота=39° 00' 24.72"" Широта=45° 14' 24.61""";
306;18.08.2013;06:40:42;18.08.2013;06:44:21;0:03:39;"Долгота=39° 00' 24.91"" Широта=45° 14' 22.50""";
307;18.08.2013;06:44:33;18.08.2013;06:46:41;0:02:08;"Долгота=39° 00' 25.14"" Широта=45° 14' 19.14""";
308;18.08.2013;06:47:40;18.08.2013;06:51:58;0:04:18;"Долгота=39° 00' 25.97"" Широта=45° 14' 12.11""";
309;18.08.2013;06:52:04;18.08.2013;06:53:20;0:01:16;"Долгота=39° 00' 26.52"" Широта=45° 14' 09.87""";
310;18.08.2013;06:55:17;18.08.2013;06:56:52;0:01:35;"Долгота=39° 00' 33.27"" Широта=45° 14' 04.20""";
311;18.08.2013;06:57:46;18.08.2013;07:12:59;0:15:13;"Долгота=39° 00' 26.16"" Широта=45° 14' 07.66""";
312;18.08.2013;07:13:29;18.08.2013;07:22:07;0:08:38;Точка №1 ул. Набережная.;
313;18.08.2013;07:26:24;18.08.2013;07:33:56;0:07:32;"Долгота=39° 00' 20.17"" Широта=45° 14' 42.00""";
314;18.08.2013;07:36:33;18.08.2013;07:39:27;0:02:54;"Долгота=39° 00' 16.60"" Широта=45° 14' 53.53""";
315;18.08.2013;07:40:04;18.08.2013;07:52:02;0:11:58;Точка №2 ул.Привокзальная.;
316;18.08.2013;07:52:56;18.08.2013;07:58:46;0:05:50;"Долгота=39° 00' 12.63"" Широта=45° 15' 05.07""";
317;18.08.2013;07:59:02;18.08.2013;08:02:40;0:03:38;"Долгота=39° 00' 11.60"" Широта=45° 15' 07.94""";
318;18.08.2013;08:11:44;18.08.2013;08:19:57;0:08:13;"Долгота=38° 58' 44.54"" Широта=45° 14' 14.21""";
