Text39;Text38;Text48;Text40;Text41;Text42;Text44;Text46
118;20:32:32;"Долгота=38° 58' 55.59"" Широта=45° 14' 55.14""";20:36:04;"Долгота=39° 00' 11.78"" Широта=45° 15' 07.51""";1,81;00:03:32;30,67
119;20:37:30;"Долгота=39° 00' 11.78"" Широта=45° 15' 07.51""";20:37:43;"Долгота=39° 00' 12.81"" Широта=45° 15' 04.66""";0,09;00:00:13;0,00
120;20:39:38;"Долгота=39° 00' 12.81"" Широта=45° 15' 04.66""";20:40:30;"Долгота=39° 00' 13.83"" Широта=45° 15' 01.21""";0,11;00:00:52;0,00
121;20:42:14;"Долгота=39° 00' 13.83"" Широта=45° 15' 01.21""";20:43:32;"Долгота=39° 00' 15.92"" Широта=45° 14' 54.95""";0,20;00:01:18;9,18
122;20:45:25;"Долгота=39° 00' 15.92"" Широта=45° 14' 54.95""";20:46:51;"Долгота=39° 00' 17.85"" Широта=45° 14' 49.18""";0,18;00:01:26;7,66
123;20:49:53;"Долгота=39° 00' 17.85"" Широта=45° 14' 49.18""";20:51:55;"Долгота=39° 00' 21.57"" Широта=45° 14' 39.88""";0,30;00:02:02;8,79
124;20:52:56;"Долгота=39° 00' 21.57"" Широта=45° 14' 39.88""";20:53:08;"Долгота=39° 00' 22.11"" Широта=45° 14' 37.62""";0,07;00:00:12;0,00
125;20:54:56;"Долгота=39° 00' 22.11"" Широта=45° 14' 37.62""";21:02:28;"Долгота=38° 57' 09.71"" Широта=45° 13' 58.98""";4,40;00:07:32;35,06
126;21:07:32;"Долгота=38° 57' 09.71"" Широта=45° 13' 58.98""";21:09:32;"Долгота=38° 57' 15.70"" Широта=45° 13' 57.75""";0,14;00:02:00;4,08
127;21:16:21;"Долгота=38° 57' 15.70"" Широта=45° 13' 57.75""";21:43:54;"Долгота=39° 11' 06.97"" Широта=45° 13' 58.12""";19,51;00:27:33;42,48
128;21:49:17;"Долгота=39° 11' 06.97"" Широта=45° 13' 58.12""";21:54:34;"Долгота=39° 11' 31.34"" Широта=45° 15' 02.46""";2,87;00:05:17;32,62
129;21:56:01;"Долгота=39° 11' 31.34"" Широта=45° 15' 02.46""";21:58:14;"Долгота=39° 11' 03.86"" Широта=45° 14' 59.88""";0,60;00:02:13;16,35
130;22:09:09;"Долгота=39° 11' 03.86"" Широта=45° 14' 59.88""";22:10:37;"Долгота=39° 10' 53.48"" Широта=45° 14' 56.90""";0,25;00:01:28;10,19
131;22:15:44;"Долгота=39° 10' 53.48"" Широта=45° 14' 56.90""";22:38:32;"Долгота=39° 00' 44.27"" Широта=45° 14' 16.77""";17,79;00:22:48;46,81
132;22:47:21;"Долгота=39° 00' 44.27"" Широта=45° 14' 16.77""";22:54:10;"Долгота=39° 00' 30.50"" Широта=45° 15' 13.46""";2,72;00:06:49;23,91
133;23:11:39;"Долгота=39° 00' 30.50"" Широта=45° 15' 13.46""";23:13:03;"Долгота=39° 00' 25.80"" Широта=45° 15' 05.95""";0,26;00:01:24;11,27
134;23:17:23;"Долгота=39° 00' 25.80"" Широта=45° 15' 05.95""";23:31:56;"Долгота=38° 59' 00.00"" Широта=45° 14' 37.51""";6,26;00:14:33;25,82
1;00:17:31;"Долгота=38° 59' 03.05"" Широта=45° 14' 30.17""";00:21:23;Хоз двор. Место где находится гараж.;1,52;00:03:52;23,52
2;00:32:57;Хоз двор. Место где находится гараж.;00:40:41;"Долгота=39° 00' 23.21"" Широта=45° 14' 33.51""";2,82;00:07:44;21,87
3;00:46:03;"Долгота=39° 00' 23.21"" Широта=45° 14' 33.51""";00:46:15;"Долгота=39° 00' 23.70"" Широта=45° 14' 29.29""";0,13;00:00:12;0,00
4;00:48:41;"Долгота=39° 00' 23.70"" Широта=45° 14' 29.29""";00:49:00;"Долгота=39° 00' 24.72"" Широта=45° 14' 24.61""";0,15;00:00:19;0,00
5;00:50:09;"Долгота=39° 00' 24.72"" Широта=45° 14' 24.61""";00:50:12;"Долгота=39° 00' 24.91"" Широта=45° 14' 22.50""";0,07;00:00:03;0,00
6;00:53:51;"Долгота=39° 00' 24.91"" Широта=45° 14' 22.50""";00:54:03;"Долгота=39° 00' 25.14"" Широта=45° 14' 19.14""";0,10;00:00:12;0,00
7;00:56:11;"Долгота=39° 00' 25.14"" Широта=45° 14' 19.14""";00:57:10;"Долгота=39° 00' 25.97"" Широта=45° 14' 12.11""";0,22;00:00:59;0,00
8;01:01:28;"Долгота=39° 00' 25.97"" Широта=45° 14' 12.11""";01:01:34;"Долгота=39° 00' 26.52"" Широта=45° 14' 09.87""";0,07;00:00:06;0,00
9;01:02:50;"Долгота=39° 00' 26.52"" Широта=45° 14' 09.87""";01:04:47;"Долгота=39° 00' 33.27"" Широта=45° 14' 04.20""";0,26;00:01:57;7,97
10;01:06:22;"Долгота=39° 00' 33.27"" Широта=45° 14' 04.20""";01:07:16;"Долгота=39° 00' 26.16"" Широта=45° 14' 07.66""";0,20;00:00:54;0,00
11;01:22:29;"Долгота=39° 00' 26.16"" Широта=45° 14' 07.66""";01:22:59;Точка №1 ул. Набережная.;0,08;00:00:30;0,00
12;01:31:37;Точка №1 ул. Набережная.;01:35:54;"Долгота=39° 00' 20.17"" Широта=45° 14' 42.00""";1,24;00:04:17;17,31
13;01:43:26;"Долгота=39° 00' 20.17"" Широта=45° 14' 42.00""";01:46:03;"Долгота=39° 00' 16.60"" Широта=45° 14' 53.53""";0,37;00:02:37;8,37
14;01:48:57;"Долгота=39° 00' 16.60"" Широта=45° 14' 53.53""";01:49:34;Точка №2 ул.Привокзальная.;0,12;00:00:37;0,00
15;02:01:32;Точка №2 ул.Привокзальная.;02:02:26;"Долгота=39° 00' 12.63"" Широта=45° 15' 05.07""";0,24;00:00:54;0,00
16;02:08:16;"Долгота=39° 00' 12.63"" Широта=45° 15' 05.07""";02:08:32;"Долгота=39° 00' 11.60"" Широта=45° 15' 07.94""";0,09;00:00:16;0,00
17;02:12:10;"Долгота=39° 00' 11.60"" Широта=45° 15' 07.94""";02:21:14;"Долгота=38° 58' 44.54"" Широта=45° 14' 14.21""";3,81;00:09:04;25,24
18;02:29:27;"Долгота=38° 58' 44.54"" Широта=45° 14' 14.21""";02:34:21;"Долгота=38° 59' 14.01"" Широта=45° 13' 31.07""";1,51;00:04:54;18,50
19;02:35:39;"Долгота=38° 59' 14.01"" Широта=45° 13' 31.07""";02:36:57;"Долгота=38° 59' 21.82"" Широта=45° 13' 31.97""";0,17;00:01:18;7,94
20;02:40:08;"Долгота=38° 59' 21.82"" Широта=45° 13' 31.97""";02:40:28;"Долгота=38° 59' 26.97"" Широта=45° 13' 32.51""";0,11;00:00:20;0,00
21;02:43:27;"Долгота=38° 59' 26.97"" Широта=45° 13' 32.51""";02:45:27;"Долгота=38° 59' 32.52"" Широта=45° 13' 33.33""";0,12;00:02:00;3,72
22;02:47:01;"Долгота=38° 59' 32.52"" Широта=45° 13' 33.33""";02:47:05;"Долгота=38° 59' 35.10"" Широта=45° 13' 33.85""";0,06;00:00:04;0,00
23;02:49:53;"Долгота=38° 59' 35.10"" Широта=45° 13' 33.85""";02:51:59;"Долгота=38° 59' 45.35"" Широта=45° 13' 35.23""";0,23;00:02:06;6,49
24;02:55:36;"Долгота=38° 59' 45.35"" Широта=45° 13' 35.23""";03:37:26;"Долгота=39° 11' 31.14"" Широта=45° 15' 02.18""";34,37;00:41:50;49,29
25;03:39:49;"Долгота=39° 11' 31.14"" Широта=45° 15' 02.18""";03:41:47;"Долгота=39° 11' 03.85"" Широта=45° 14' 59.78""";0,60;00:01:58;18,34
26;03:44:04;"Долгота=39° 11' 03.85"" Широта=45° 14' 59.78""";03:44:48;"Долгота=39° 10' 55.28"" Широта=45° 14' 57.03""";0,21;00:00:44;0,00
27;03:50:24;"Долгота=39° 10' 55.28"" Широта=45° 14' 57.03""";03:51:24;Точка №3 тупичёк за озером.;0,18;00:01:00;10,86
28;03:55:24;Точка №3 тупичёк за озером.;04:01:24;Точка №3 тупичёк за озером.;0,00;00:06:00;0,00
29;04:10:28;Точка №3 тупичёк за озером.;04:37:50;Хоз двор. Место где находится гараж.;21,33;00:27:22;46,76
30;05:07:34;Хоз двор. Место где находится гараж.;05:12:00;"Долгота=38° 59' 07.51"" Широта=45° 14' 20.08""";0,90;00:04:26;12,23
31;05:18:52;"Долгота=38° 59' 07.51"" Широта=45° 14' 20.08""";05:19:38;"Долгота=38° 59' 05.03"" Широта=45° 14' 25.68""";0,18;00:00:46;0,00
32;05:31:22;"Долгота=38° 59' 05.03"" Широта=45° 14' 25.68""";05:32:43;"Долгота=38° 59' 01.79"" Широта=45° 14' 33.70""";0,26;00:01:21;11,47
33;05:37:17;"Долгота=38° 59' 01.79"" Широта=45° 14' 33.70""";05:37:43;"Долгота=38° 58' 59.88"" Широта=45° 14' 37.66""";0,13;00:00:26;0,00
34;06:07:33;"Долгота=38° 58' 59.88"" Широта=45° 14' 37.66""";06:08:28;"Долгота=38° 58' 58.83"" Широта=45° 14' 42.06""";0,14;00:00:55;0,00
35;06:11:50;"Долгота=38° 58' 58.83"" Широта=45° 14' 42.06""";06:11:54;"Долгота=38° 58' 58.38"" Широта=45° 14' 44.26""";0,07;00:00:04;0,00
36;06:13:17;"Долгота=38° 58' 58.38"" Широта=45° 14' 44.26""";06:13:20;"Долгота=38° 58' 58.16"" Широта=45° 14' 45.02""";0,02;00:00:03;0,00
37;06:18:24;"Долгота=38° 58' 58.16"" Широта=45° 14' 45.02""";06:18:38;"Долгота=38° 58' 57.42"" Широта=45° 14' 48.20""";0,10;00:00:14;0,00
38;06:23:43;"Долгота=38° 58' 57.42"" Широта=45° 14' 48.20""";06:24:30;"Долгота=38° 58' 56.06"" Широта=45° 14' 53.24""";0,16;00:00:47;0,00
39;06:26:34;"Долгота=38° 58' 56.06"" Широта=45° 14' 53.24""";06:26:41;"Долгота=38° 58' 55.59"" Широта=45° 14' 55.14""";0,06;00:00:07;0,00
40;06:29:22;"Долгота=38° 58' 55.59"" Широта=45° 14' 55.14""";06:32:54;"Долгота=39° 00' 11.78"" Широта=45° 15' 07.51""";1,81;00:03:32;30,67
41;06:34:20;"Долгота=39° 00' 11.78"" Широта=45° 15' 07.51""";06:34:33;"Долгота=39° 00' 12.81"" Широта=45° 15' 04.66""";0,09;00:00:13;0,00
42;06:36:28;"Долгота=39° 00' 12.81"" Широта=45° 15' 04.66""";06:37:20;"Долгота=39° 00' 13.83"" Широта=45° 15' 01.21""";0,11;00:00:52;0,00
43;06:39:04;"Долгота=39° 00' 13.83"" Широта=45° 15' 01.21""";06:40:22;"Долгота=39° 00' 15.92"" Широта=45° 14' 54.95""";0,20;00:01:18;9,18
44;06:42:15;"Долгота=39° 00' 15.92"" Широта=45° 14' 54.95""";06:43:41;"Долгота=39° 00' 17.85"" Широта=45° 14' 49.18""";0,18;00:01:26;7,66
45;06:46:43;"Долгота=39° 00' 17.85"" Широта=45° 14' 49.18""";06:48:45;"Долгота=39° 00' 21.57"" Широта=45° 14' 39.88""";0,30;00:02:02;8,79
46;06:49:46;"Долгота=39° 00' 21.57"" Широта=45° 14' 39.88""";06:49:58;"Долгота=39° 00' 22.11"" Широта=45° 14' 37.62""";0,07;00:00:12;0,00
47;06:51:46;"Долгота=39° 00' 22.11"" Широта=45° 14' 37.62""";06:59:18;"Долгота=38° 57' 09.71"" Широта=45° 13' 58.98""";4,40;00:07:32;35,06
48;07:04:22;"Долгота=38° 57' 09.71"" Широта=45° 13' 58.98""";07:06:22;"Долгота=38° 57' 15.70"" Широта=45° 13' 57.75""";0,14;00:02:00;4,08
49;07:13:11;"Долгота=38° 57' 15.70"" Широта=45° 13' 57.75""";07:40:44;"Долгота=39° 11' 06.97"" Широта=45° 13' 58.12""";19,51;00:27:33;42,48
50;07:46:07;"Долгота=39° 11' 06.97"" Широта=45° 13' 58.12""";07:51:24;"Долгота=39° 11' 31.34"" Широта=45° 15' 02.46""";2,87;00:05:17;32,62
51;07:52:51;"Долгота=39° 11' 31.34"" Широта=45° 15' 02.46""";07:55:04;"Долгота=39° 11' 03.86"" Широта=45° 14' 59.88""";0,60;00:02:13;16,35
52;08:05:59;"Долгота=39° 11' 03.86"" Широта=45° 14' 59.88""";08:07:27;"Долгота=39° 10' 53.48"" Широта=45° 14' 56.90""";0,25;00:01:28;10,19
53;08:12:34;"Долгота=39° 10' 53.48"" Широта=45° 14' 56.90""";08:35:22;"Долгота=39° 00' 44.27"" Широта=45° 14' 16.77""";17,79;00:22:48;46,81
54;08:44:11;"Долгота=39° 00' 44.27"" Широта=45° 14' 16.77""";08:51:00;"Долгота=39° 00' 30.50"" Широта=45° 15' 13.46""";2,72;00:06:49;23,91
55;09:08:29;"Долгота=39° 00' 30.50"" Широта=45° 15' 13.46""";09:09:53;"Долгота=39° 00' 25.80"" Широта=45° 15' 05.95""";0,26;00:01:24;11,27
56;09:14:13;"Долгота=39° 00' 25.80"" Широта=45° 15' 05.95""";09:28:46;"Долгота=38° 59' 00.00"" Широта=45° 14' 37.51""";6,26;00:14:33;25,82
57;10:14:21;"Долгота=38° 59' 00.00"" Широта=45° 14' 37.51""";10:18:13;Хоз двор. Место где находится гараж.;1,52;00:03:52;23,52
58;10:29:47;Хоз двор. Место где находится гараж.;10:37:31;"Долгота=39° 00' 23.21"" Широта=45° 14' 33.51""";2,82;00:07:44;21,87
59;10:42:53;"Долгота=39° 00' 23.21"" Широта=45° 14' 33.51""";10:43:05;"Долгота=39° 00' 23.70"" Широта=45° 14' 29.29""";0,13;00:00:12;0,00
60;10:45:31;"Долгота=39° 00' 23.70"" Широта=45° 14' 29.29""";10:45:50;"Долгота=39° 00' 24.72"" Широта=45° 14' 24.61""";0,15;00:00:19;0,00
61;10:46:59;"Долгота=39° 00' 24.72"" Широта=45° 14' 24.61""";10:47:02;"Долгота=39° 00' 24.91"" Широта=45° 14' 22.50""";0,07;00:00:03;0,00
62;10:50:41;"Долгота=39° 00' 24.91"" Широта=45° 14' 22.50""";10:50:53;"Долгота=39° 00' 25.14"" Широта=45° 14' 19.14""";0,10;00:00:12;0,00
63;10:53:01;"Долгота=39° 00' 25.14"" Широта=45° 14' 19.14""";10:54:00;"Долгота=39° 00' 25.97"" Широта=45° 14' 12.11""";0,22;00:00:59;0,00
64;10:58:18;"Долгота=39° 00' 25.97"" Широта=45° 14' 12.11""";10:58:24;"Долгота=39° 00' 26.52"" Широта=45° 14' 09.87""";0,07;00:00:06;0,00
65;10:59:40;"Долгота=39° 00' 26.52"" Широта=45° 14' 09.87""";11:01:37;"Долгота=39° 00' 33.27"" Широта=45° 14' 04.20""";0,26;00:01:57;7,97
66;11:03:12;"Долгота=39° 00' 33.27"" Широта=45° 14' 04.20""";11:04:06;"Долгота=39° 00' 26.16"" Широта=45° 14' 07.66""";0,20;00:00:54;0,00
67;11:19:19;"Долгота=39° 00' 26.16"" Широта=45° 14' 07.66""";11:19:49;Точка №1 ул. Набережная.;0,08;00:00:30;0,00
68;11:28:27;Точка №1 ул. Набережная.;11:32:44;"Долгота=39° 00' 20.17"" Широта=45° 14' 42.00""";1,24;00:04:17;17,31
69;11:40:16;"Долгота=39° 00' 20.17"" Широта=45° 14' 42.00""";11:42:53;"Долгота=39° 00' 16.60"" Широта=45° 14' 53.53""";0,37;00:02:37;8,37
70;11:45:47;"Долгота=39° 00' 16.60"" Широта=45° 14' 53.53""";11:46:24;Точка №2 ул.Привокзальная.;0,12;00:00:37;0,00
71;11:58:22;Точка №2 ул.Привокзальная.;11:59:16;"Долгота=39° 00' 12.63"" Широта=45° 15' 05.07""";0,24;00:00:54;0,00
72;12:05:06;"Долгота=39° 00' 12.63"" Широта=45° 15' 05.07""";12:05:22;"Долгота=39° 00' 11.60"" Широта=45° 15' 07.94""";0,09;00:00:16;0,00
73;12:09:00;"Долгота=39° 00' 11.60"" Широта=45° 15' 07.94""";12:18:04;"Долгота=38° 58' 44.54"" Широта=45° 14' 14.21""";3,81;00:09:04;25,24
74;12:26:17;"Долгота=38° 58' 44.54"" Широта=45° 14' 14.21""";12:31:11;"Долгота=38° 59' 14.01"" Широта=45° 13' 31.07""";1,51;00:04:54;18,50
75;12:32:29;"Долгота=38° 59' 14.01"" Широта=45° 13' 31.07""";12:33:47;"Долгота=38° 59' 21.82"" Широта=45° 13' 31.97""";0,17;00:01:18;7,94
76;12:36:58;"Долгота=38° 59' 21.82"" Широта=45° 13' 31.97""";12:37:18;"Долгота=38° 59' 26.97"" Широта=45° 13' 32.51""";0,11;00:00:20;0,00
77;12:40:17;"Долгота=38° 59' 26.97"" Широта=45° 13' 32.51""";12:42:17;"Долгота=38° 59' 32.52"" Широта=45° 13' 33.33""";0,12;00:02:00;3,72
78;12:43:51;"Долгота=38° 59' 32.52"" Широта=45° 13' 33.33""";12:43:55;"Долгота=38° 59' 35.10"" Широта=45° 13' 33.85""";0,06;00:00:04;0,00
79;12:46:43;"Долгота=38° 59' 35.10"" Широта=45° 13' 33.85""";12:48:49;"Долгота=38° 59' 45.35"" Широта=45° 13' 35.23""";0,23;00:02:06;6,49
80;12:52:26;"Долгота=38° 59' 45.35"" Широта=45° 13' 35.23""";13:34:16;"Долгота=39° 11' 31.14"" Широта=45° 15' 02.18""";34,37;00:41:50;49,29
81;13:36:39;"Долгота=39° 11' 31.14"" Широта=45° 15' 02.18""";13:38:37;"Долгота=39° 11' 03.85"" Широта=45° 14' 59.78""";0,60;00:01:58;18,34
82;13:40:54;"Долгота=39° 11' 03.85"" Широта=45° 14' 59.78""";13:41:38;"Долгота=39° 10' 55.28"" Широта=45° 14' 57.03""";0,21;00:00:44;0,00
83;13:47:14;"Долгота=39° 10' 55.28"" Широта=45° 14' 57.03""";13:48:14;Точка №3 тупичёк за озером.;0,18;00:01:00;10,86
84;14:07:18;Точка №3 тупичёк за озером.;14:34:40;Хоз двор. Место где находится гараж.;21,33;00:27:22;46,77
85;15:04:24;Хоз двор. Место где находится гараж.;15:08:50;"Долгота=38° 59' 07.51"" Широта=45° 14' 20.08""";0,90;00:04:26;12,23
86;15:15:42;"Долгота=38° 59' 07.51"" Широта=45° 14' 20.08""";15:16:28;"Долгота=38° 59' 05.03"" Широта=45° 14' 25.68""";0,18;00:00:46;0,00
87;15:28:12;"Долгота=38° 59' 05.03"" Широта=45° 14' 25.68""";15:29:33;"Долгота=38° 59' 01.79"" Широта=45° 14' 33.70""";0,26;00:01:21;11,47
88;15:34:07;"Долгота=38° 59' 01.79"" Широта=45° 14' 33.70""";15:34:33;"Долгота=38° 58' 59.88"" Широта=45° 14' 37.66""";0,13;00:00:26;0,00
89;16:04:23;"Долгота=38° 58' 59.88"" Широта=45° 14' 37.66""";16:05:18;"Долгота=38° 58' 58.83"" Широта=45° 14' 42.06""";0,14;00:00:55;0,00
90;16:08:40;"Долгота=38° 58' 58.83"" Широта=45° 14' 42.06""";16:08:44;"Долгота=38° 58' 58.38"" Широта=45° 14' 44.26""";0,07;00:00:04;0,00
91;16:10:07;"Долгота=38° 58' 58.38"" Широта=45° 14' 44.26""";16:10:10;"Долгота=38° 58' 58.16"" Широта=45° 14' 45.02""";0,02;00:00:03;0,00
92;16:15:14;"Долгота=38° 58' 58.16"" Широта=45° 14' 45.02""";16:15:28;"Долгота=38° 58' 57.42"" Широта=45° 14' 48.20""";0,10;00:00:14;0,00
93;16:20:33;"Долгота=38° 58' 57.42"" Широта=45° 14' 48.20""";16:21:20;"Долгота=38° 58' 56.06"" Широта=45° 14' 53.24""";0,16;00:00:47;0,00
94;16:23:24;"Долгота=38° 58' 56.06"" Широта=45° 14' 53.24""";16:23:31;"Долгота=38° 58' 55.59"" Широта=45° 14' 55.14""";0,06;00:00:07;0,00
95;16:26:12;"Долгота=38° 58' 55.59"" Широта=45° 14' 55.14""";16:29:44;"Долгота=39° 00' 11.78"" Широта=45° 15' 07.51""";1,81;00:03:32;30,67
96;16:31:10;"Долгота=39° 00' 11.78"" Широта=45° 15' 07.51""";16:31:23;"Долгота=39° 00' 12.81"" Широта=45° 15' 04.66""";0,09;00:00:13;0,00
97;16:33:18;"Долгота=39° 00' 12.81"" Широта=45° 15' 04.66""";16:34:10;"Долгота=39° 00' 13.83"" Широта=45° 15' 01.21""";0,11;00:00:52;0,00
98;16:35:54;"Долгота=39° 00' 13.83"" Широта=45° 15' 01.21""";16:37:12;"Долгота=39° 00' 15.92"" Широта=45° 14' 54.95""";0,20;00:01:18;9,18
99;16:39:05;"Долгота=39° 00' 15.92"" Широта=45° 14' 54.95""";16:40:31;"Долгота=39° 00' 17.85"" Широта=45° 14' 49.18""";0,18;00:01:26;7,66
100;16:43:33;"Долгота=39° 00' 17.85"" Широта=45° 14' 49.18""";16:45:35;"Долгота=39° 00' 21.57"" Широта=45° 14' 39.88""";0,30;00:02:02;8,79
101;16:46:36;"Долгота=39° 00' 21.57"" Широта=45° 14' 39.88""";16:46:48;"Долгота=39° 00' 22.11"" Широта=45° 14' 37.62""";0,07;00:00:12;0,00
