Text11;Text20;Text21;Текст10;Text15;TextLocus
39;06:57:46;07:12:59;0:15:13;0,20;"Долгота=39° 00' 26.16"" Широта=45° 14' 07.66"""
40;07:13:29;07:22:07;0:08:38;0,08;Точка №1 ул. Набережная.
41;07:26:24;07:33:56;0:07:32;1,24;"Долгота=39° 00' 20.17"" Широта=45° 14' 42.00"""
42;07:36:33;07:39:27;0:02:54;0,37;"Долгота=39° 00' 16.60"" Широта=45° 14' 53.53"""
43;07:40:04;07:52:02;0:11:58;0,12;Точка №2 ул.Привокзальная.
44;07:52:56;07:58:46;0:05:50;0,24;"Долгота=39° 00' 12.63"" Широта=45° 15' 05.07"""
45;07:59:02;08:02:40;0:03:38;0,09;"Долгота=39° 00' 11.60"" Широта=45° 15' 07.94"""
46;08:11:44;08:19:57;0:08:13;3,81;"Долгота=38° 58' 44.54"" Широта=45° 14' 14.21"""
47;08:24:51;08:26:09;0:01:18;1,51;"Долгота=38° 59' 14.01"" Широта=45° 13' 31.07"""
48;08:27:27;08:30:38;0:03:11;0,17;"Долгота=38° 59' 21.82"" Широта=45° 13' 31.97"""
49;08:30:58;08:33:57;0:02:59;0,11;"Долгота=38° 59' 26.97"" Широта=45° 13' 32.51"""
50;08:35:57;08:37:31;0:01:34;0,12;"Долгота=38° 59' 32.52"" Широта=45° 13' 33.33"""
51;08:37:35;08:40:23;0:02:48;0,06;"Долгота=38° 59' 35.10"" Широта=45° 13' 33.85"""
52;08:42:29;08:46:06;0:03:37;0,23;"Долгота=38° 59' 45.35"" Широта=45° 13' 35.23"""
53;09:27:56;09:30:19;0:02:23;34,37;"Долгота=39° 11' 31.14"" Широта=45° 15' 02.18"""
54;09:32:17;09:34:34;0:02:17;0,60;"Долгота=39° 11' 03.85"" Широта=45° 14' 59.78"""
55;09:35:18;09:40:54;0:05:36;0,21;"Долгота=39° 10' 55.28"" Широта=45° 14' 57.03"""
56;09:41:54;10:00:58;0:19:04;0,18;Точка №3 тупичёк за озером.
57;10:28:20;10:58:04;0:29:44;21,33;Хоз двор. Место где находится гараж.
58;11:02:30;11:09:22;0:06:52;0,90;"Долгота=38° 59' 07.51"" Широта=45° 14' 20.08"""
59;11:10:08;11:21:52;0:11:44;0,18;"Долгота=38° 59' 05.03"" Широта=45° 14' 25.68"""
60;11:23:13;11:27:47;0:04:34;0,26;"Долгота=38° 59' 01.79"" Широта=45° 14' 33.70"""
61;11:28:13;11:58:03;0:29:50;0,13;"Долгота=38° 58' 59.88"" Широта=45° 14' 37.66"""
62;11:58:58;12:02:20;0:03:22;0,14;"Долгота=38° 58' 58.83"" Широта=45° 14' 42.06"""
63;12:02:24;12:03:47;0:01:23;0,07;"Долгота=38° 58' 58.38"" Широта=45° 14' 44.26"""
64;12:03:50;12:08:54;0:05:04;0,02;"Долгота=38° 58' 58.16"" Широта=45° 14' 45.02"""
65;12:09:08;12:14:13;0:05:05;0,10;"Долгота=38° 58' 57.42"" Широта=45° 14' 48.20"""
66;12:15:00;12:17:04;0:02:04;0,16;"Долгота=38° 58' 56.06"" Широта=45° 14' 53.24"""
67;12:17:11;12:19:52;0:02:41;0,06;"Долгота=38° 58' 55.59"" Широта=45° 14' 55.14"""
68;12:23:24;12:24:50;0:01:26;1,81;"Долгота=39° 00' 11.78"" Широта=45° 15' 07.51"""
69;12:25:03;12:26:58;0:01:55;0,09;"Долгота=39° 00' 12.81"" Широта=45° 15' 04.66"""
70;12:27:50;12:29:34;0:01:44;0,11;"Долгота=39° 00' 13.83"" Широта=45° 15' 01.21"""
71;12:30:52;12:32:45;0:01:53;0,20;"Долгота=39° 00' 15.92"" Широта=45° 14' 54.95"""
72;12:34:11;12:37:13;0:03:02;0,18;"Долгота=39° 00' 17.85"" Широта=45° 14' 49.18"""
73;12:39:15;12:40:16;0:01:01;0,30;"Долгота=39° 00' 21.57"" Широта=45° 14' 39.88"""
74;12:40:28;12:42:16;0:01:48;0,07;"Долгота=39° 00' 22.11"" Широта=45° 14' 37.62"""
75;12:49:48;12:54:52;0:05:04;4,40;"Долгота=38° 57' 09.71"" Широта=45° 13' 58.98"""
76;12:56:52;13:03:41;0:06:49;0,14;"Долгота=38° 57' 15.70"" Широта=45° 13' 57.75"""
77;13:31:14;13:36:37;0:05:23;19,51;"Долгота=39° 11' 06.97"" Широта=45° 13' 58.12"""
78;13:41:54;13:43:21;0:01:27;2,87;"Долгота=39° 11' 31.34"" Широта=45° 15' 02.46"""
79;13:45:34;13:56:29;0:10:55;0,60;"Долгота=39° 11' 03.86"" Широта=45° 14' 59.88"""
80;13:57:57;14:03:04;0:05:07;0,25;"Долгота=39° 10' 53.48"" Широта=45° 14' 56.90"""
81;14:25:52;14:34:41;0:08:49;17,79;"Долгота=39° 00' 44.27"" Широта=45° 14' 16.77"""
82;14:41:30;14:58:59;0:17:29;2,72;"Долгота=39° 00' 30.50"" Широта=45° 15' 13.46"""
83;15:00:23;15:04:43;0:04:20;0,26;"Долгота=39° 00' 25.80"" Широта=45° 15' 05.95"""
84;15:19:16;16:04:51;0:45:35;6,26;"Долгота=38° 59' 00.00"" Широта=45° 14' 37.51"""
85;16:08:43;16:20:17;0:11:34;1,52;Хоз двор. Место где находится гараж.
86;16:28:01;16:33:23;0:05:22;2,82;"Долгота=39° 00' 23.21"" Широта=45° 14' 33.51"""
87;16:33:35;16:36:01;0:02:26;0,13;"Долгота=39° 00' 23.70"" Широта=45° 14' 29.29"""
88;16:36:20;16:37:29;0:01:09;0,15;"Долгота=39° 00' 24.72"" Широта=45° 14' 24.61"""
89;16:37:32;16:41:11;0:03:39;0,07;"Долгота=39° 00' 24.91"" Широта=45° 14' 22.50"""
90;16:41:23;16:43:31;0:02:08;0,10;"Долгота=39° 00' 25.14"" Широта=45° 14' 19.14"""
91;16:44:30;16:48:48;0:04:18;0,22;"Долгота=39° 00' 25.97"" Широта=45° 14' 12.11"""
92;16:48:54;16:50:10;0:01:16;0,07;"Долгота=39° 00' 26.52"" Широта=45° 14' 09.87"""
93;16:52:07;16:53:42;0:01:35;0,26;"Долгота=39° 00' 33.27"" Широта=45° 14' 04.20"""
94;16:54:36;17:09:49;0:15:13;0,20;"Долгота=39° 00' 26.16"" Широта=45° 14' 07.66"""
95;17:10:19;17:18:57;0:08:38;0,08;Точка №1 ул. Набережная.
96;17:23:14;17:30:46;0:07:32;1,24;"Долгота=39° 00' 20.17"" Широта=45° 14' 42.00"""
97;17:33:23;17:36:17;0:02:54;0,37;"Долгота=39° 00' 16.60"" Широта=45° 14' 53.53"""
98;17:36:54;17:48:52;0:11:58;0,12;Точка №2 ул.Привокзальная.
99;17:49:46;17:55:36;0:05:50;0,24;"Долгота=39° 00' 12.63"" Широта=45° 15' 05.07"""
100;17:55:52;17:59:30;0:03:38;0,09;"Долгота=39° 00' 11.60"" Широта=45° 15' 07.94"""
101;18:08:34;18:16:47;0:08:13;3,81;"Долгота=38° 58' 44.54"" Широта=45° 14' 14.21"""
102;18:21:41;18:22:59;0:01:18;1,51;"Долгота=38° 59' 14.01"" Широта=45° 13' 31.07"""
103;18:24:17;18:27:28;0:03:11;0,17;"Долгота=38° 59' 21.82"" Широта=45° 13' 31.97"""
104;18:27:48;18:30:47;0:02:59;0,11;"Долгота=38° 59' 26.97"" Широта=45° 13' 32.51"""
105;18:32:47;18:34:21;0:01:34;0,12;"Долгота=38° 59' 32.52"" Широта=45° 13' 33.33"""
106;18:34:25;18:37:13;0:02:48;0,06;"Долгота=38° 59' 35.10"" Широта=45° 13' 33.85"""
107;18:39:19;18:42:56;0:03:37;0,23;"Долгота=38° 59' 45.35"" Широта=45° 13' 35.23"""
108;19:24:46;19:27:09;0:02:23;34,37;"Долгота=39° 11' 31.14"" Широта=45° 15' 02.18"""
109;19:29:07;19:31:24;0:02:17;0,60;"Долгота=39° 11' 03.85"" Широта=45° 14' 59.78"""
110;19:32:08;19:37:44;0:05:36;0,21;"Долгота=39° 10' 55.28"" Широта=45° 14' 57.03"""
111;19:38:44;19:57:48;0:19:04;0,18;Точка №3 тупичёк за озером.
112;20:25:10;20:54:54;0:29:44;21,33;Хоз двор. Место где находится гараж.
113;20:59:20;21:06:12;0:06:52;0,90;"Долгота=38° 59' 07.51"" Широта=45° 14' 20.08"""
114;21:06:58;21:18:42;0:11:44;0,18;"Долгота=38° 59' 05.03"" Широта=45° 14' 25.68"""
115;21:20:03;21:24:37;0:04:34;0,26;"Долгота=38° 59' 01.79"" Широта=45° 14' 33.70"""
116;21:25:03;21:54:53;0:29:50;0,13;"Долгота=38° 58' 59.88"" Широта=45° 14' 37.66"""
117;21:55:48;21:59:10;0:03:22;0,14;"Долгота=38° 58' 58.83"" Широта=45° 14' 42.06"""
118;21:59:14;22:00:37;0:01:23;0,07;"Долгота=38° 58' 58.38"" Широта=45° 14' 44.26"""
119;22:00:40;22:05:44;0:05:04;0,02;"Долгота=38° 58' 58.16"" Широта=45° 14' 45.02"""
120;22:05:58;22:11:03;0:05:05;0,10;"Долгота=38° 58' 57.42"" Широта=45° 14' 48.20"""
121;22:11:50;22:13:54;0:02:04;0,16;"Долгота=38° 58' 56.06"" Широта=45° 14' 53.24"""
122;22:14:01;22:16:42;0:02:41;0,06;"Долгота=38° 58' 55.59"" Широта=45° 14' 55.14"""
123;22:20:14;22:21:40;0:01:26;1,81;"Долгота=39° 00' 11.78"" Широта=45° 15' 07.51"""
124;22:21:53;22:23:48;0:01:55;0,09;"Долгота=39° 00' 12.81"" Широта=45° 15' 04.66"""
125;22:24:40;22:26:24;0:01:44;0,11;"Долгота=39° 00' 13.83"" Широта=45° 15' 01.21"""
126;22:27:42;22:29:35;0:01:53;0,20;"Долгота=39° 00' 15.92"" Широта=45° 14' 54.95"""
127;22:31:01;22:34:03;0:03:02;0,18;"Долгота=39° 00' 17.85"" Широта=45° 14' 49.18"""
128;22:36:05;22:37:06;0:01:01;0,30;"Долгота=39° 00' 21.57"" Широта=45° 14' 39.88"""
129;22:37:18;22:39:06;0:01:48;0,07;"Долгота=39° 00' 22.11"" Широта=45° 14' 37.62"""
130;22:46:38;22:51:42;0:05:04;4,40;"Долгота=38° 57' 09.71"" Широта=45° 13' 58.98"""
131;22:53:42;23:00:31;0:06:49;0,14;"Долгота=38° 57' 15.70"" Широта=45° 13' 57.75"""
132;23:28:04;23:33:27;0:05:23;19,51;"Долгота=39° 11' 06.97"" Широта=45° 13' 58.12"""
133;23:38:44;23:40:11;0:01:27;2,87;"Долгота=39° 11' 31.34"" Широта=45° 15' 02.46"""
134;23:42:24;23:53:19;0:10:55;0,60;"Долгота=39° 11' 03.86"" Широта=45° 14' 59.88"""
135;23:54:47;23:59:54;0:05:07;0,25;"Долгота=39° 10' 53.48"" Широта=45° 14' 56.90"""
1;00:00:18;00:05:33;0:05:15;1,62;"Долгота=38° 48' 30.96"" Широта=52° 26' 20.52"""
2;01:00:03;01:05:18;0:05:15;53,85;Зона интереса 03/22/2013 19:48:42.
3;02:50:18;03:58:33;1:08:15;121,58;Зона интереса 03/22/2013 19:48:42.
4;04:00:03;04:33:18;0:33:15;0,00;"Долгота=38° 05' 47.63"" Широта=53° 47' 31.03"""
5;05:23:03;05:28:18;0:05:15;64,19;Краснода-Архангельск. Очень длинный трек.
6;06:40:33;17:28:48;10:48:15;93,19;Краснода-Архангельск. Очень длинный трек.
7;19:07:03;19:12:18;0:05:15;114,24;"Долгота=37° 01' 24.58"" Широта=55° 48' 31.93"""
8;19:14:48;23:59:59;4:45:12;3,21;"Долгота=37° 02' 45.80"" Широта=55° 47' 06.77"""
1;00:00:00;00:48:33;0:48:33;0,00;"Долгота=37° 02' 45.80"" Широта=55° 47' 06.77"""
2;01:02:48;01:19:48;0:17:00;14,76;"Долгота=36° 53' 43.50"" Широта=55° 45' 31.45"""
3;01:20:03;02:12:33;0:52:30;1,50;"Долгота=36° 53' 04.73"" Широта=55° 44' 48.11"""
4;02:19:33;02:33:33;0:14:00;6,45;"Долгота=36° 53' 23.45"" Широта=55° 41' 41.92"""
5;02:44:03;02:51:03;0:07:00;9,58;"Долгота=36° 59' 01.74"" Широта=55° 38' 00.09"""
6;02:51:18;02:57:33;0:06:15;1,70;"Долгота=37° 00' 36.34"" Широта=55° 37' 47.12"""
7;03:05:48;03:15:48;0:10:00;6,56;"Долгота=36° 59' 52.17"" Широта=55° 34' 16.90"""
8;03:19:33;03:25:03;0:05:30;4,75;"Долгота=36° 58' 45.28"" Широта=55° 31' 48.19"""
9;04:47:48;04:59:48;0:12:00;101,88;"Долгота=37° 11' 45.79"" Широта=54° 53' 05.90"""
10;05:00:03;08:27:48;3:27:45;1,52;"Долгота=37° 12' 28.99"" Широта=54° 52' 23.68"""
11;10:17:18;10:25:03;0:07:45;114,79;"Долгота=37° 01' 02.25"" Широта=55° 37' 16.83"""
12;10:56:03;11:22:48;0:26:45;29,82;"Долгота=36° 53' 29.68"" Широта=55° 45' 15.11"""
13;13:22:48;21:13:18;7:50:30;115,66;"Долгота=37° 55' 59.55"" Широта=55° 08' 09.80"""
14;23:21:33;23:59:59;0:38:27;158,69;"Долгота=38° 07' 44.32"" Широта=53° 47' 26.91"""
1;00:00:00;02:24:18;2:24:18;0,00;"Долгота=38° 07' 44.32"" Широта=53° 47' 26.91"""
2;02:24:33;03:59:33;1:35:00;1,57;Зона интереса 03/22/2013 19:58:26.
3;04:00:03;05:05:33;1:05:30;0,00;"Долгота=38° 07' 46.07"" Широта=53° 46' 17.93"""
4;05:09:33;08:33:48;3:24:15;3,05;Зона интереса 03/22/2013 19:48:42.
5;11:03:18;11:13:18;0:10:00;147,49;Зона интереса 03/22/2013 19:48:42.
6;12:16:48;20:54:03;8:37:15;70,81;Зона интереса 03/22/2013 19:48:42.
7;21:42:48;21:49:48;0:07:00;52,38;Зона интереса 03/22/2013 19:48:42.
8;22:27:18;23:27:33;1:00:15;41,86;Зона интереса 03/22/2013 19:48:42.
1;02:24:01;02:30:31;0:06:30;169,55;Краснода-Архангельск. Очень длинный трек.
2;04:11:31;04:16:46;0:05:15;80,67;Краснода-Архангельск. Очень длинный трек.
3;05:28:46;05:38:46;0:10:00;36,51;"Долгота=40° 50' 06.75"" Широта=49° 28' 55.15"""
4;05:53:16;07:56:31;2:03:15;3,07;"Долгота=40° 48' 17.77"" Широта=49° 29' 05.47"""
5;07:56:32;11:15:38;3:19:06;0,01;"Долгота=40° 48' 18.06"" Широта=49° 29' 05.34"""
6;11:23:23;11:38:23;0:15:00;1,57;Постоим, отдохнём..
7;12:00:08;18:22:38;6:22:30;2,83;"Долгота=40° 45' 42.16"" Широта=49° 28' 22.89"""
8;18:44:23;19:08:38;0:24:15;2,78;Постоим, отдохнём..
9;19:11:38;19:45:38;0:34:00;0,35;Постоим, отдохнём..
10;20:46:14;21:09:14;0:23:00;15,74;"Долгота=40° 53' 15.77"" Широта=49° 24' 59.39"""
11;23:12:44;23:31:59;0:19:15;108,45;Краснода-Архангельск. Очень длинный трек.
1;07:31:39;11:17:35;3:45:56;416,05;"Долгота=39° 12' 45.05"" Широта=45° 08' 25.17"""
2;12:03:50;12:12:35;0:08:45;42,01;"Долгота=39° 35' 05.86"" Широта=45° 13' 07.49"""
3;12:13:50;12:22:20;0:08:30;0,46;"Долгота=39° 35' 26.58"" Широта=45° 13' 06.85"""
4;12:39:42;12:45:42;0:06:00;8,72;"Долгота=39° 40' 49.65"" Широта=45° 13' 34.50"""
5;13:06:57;13:37:27;0:30:30;10,24;"Долгота=39° 39' 39.76"" Широта=45° 11' 20.92"""
6;14:23:42;14:29:12;0:05:30;41,19;"Долгота=39° 46' 12.91"" Широта=44° 54' 08.64"""
7;14:32:57;14:54:42;0:21:45;0,99;"Долгота=39° 45' 33.65"" Широта=44° 54' 19.57"""
8;14:55:12;15:15:27;0:20:15;0,10;"Долгота=39° 45' 29.18"" Широта=44° 54' 20.55"""
9;15:17:57;16:16:27;0:58:30;0,62;"Долгота=39° 45' 50.34"" Широта=44° 54' 09.22"""
10;17:30:57;17:42:12;0:11:15;63,21;"Долгота=39° 41' 11.06"" Широта=45° 22' 02.27"""
11;19:10:42;19:46:12;0:35:30;85,32;Овал.
12;19:47:57;20:25:12;0:37:15;0,35;Овал.
13;22:19:33;22:54:03;0:34:30;115,82;"Долгота=39° 39' 38.17"" Широта=45° 11' 20.82"""
14;23:14:18;23:23:03;0:08:45;17,17;Зона интереса 07/31/2013 12:13:55. 2345.
15;23:25:03;23:41:03;0:16:00;0,37;Зона интереса 07/31/2013 12:13:55. 2345.
16;23:41:33;23:50:18;0:08:45;0,09;Зона интереса 07/31/2013 12:13:55. 2345.
1;00:00:00;00:14:33;0:14:33;0,00;Зона интереса 07/31/2013 12:13:55. 2345.
2;02:51:18;03:23:33;0:32:15;135,75;"Долгота=39° 25' 42.00"" Широта=45° 59' 10.92"""
3;03:24:18;03:53:13;0:28:55;0,25;"Долгота=39° 25' 41.86"" Широта=45° 59' 18.86"""
4;04:48:33;04:54:18;0:05:45;52,15;"Долгота=39° 36' 40.30"" Широта=45° 42' 21.08"""
5;06:19:48;06:31:18;0:11:30;76,66;Зона интереса 07/31/2013 12:13:55. 2345.
6;06:31:48;06:43:33;0:11:45;0,09;Зона интереса 07/31/2013 12:13:55. 2345.
7;07:56:18;08:19:03;0:22:45;45,85;"Долгота=39° 13' 44.87"" Широта=45° 17' 42.53"""
8;09:19:48;09:34:03;0:14:15;43,86;"Долгота=39° 34' 58.37"" Широта=45° 12' 37.91"""
9;09:42:19;09:48:49;0:06:30;2,30;"Долгота=39° 33' 27.00"" Широта=45° 12' 09.18"""
10;12:45:04;13:01:49;0:16:45;160,96;"Долгота=38° 09' 26.92"" Широта=45° 38' 59.24"""
11;13:41:19;19:34:04;5:52:45;21,19;"Долгота=38° 00' 57.31"" Широта=45° 47' 12.91"""
12;20:40:04;20:47:04;0:07:00;51,45;"Долгота=38° 28' 47.46"" Широта=45° 35' 28.12"""
13;23:12:19;23:28:00;0:15:41;134,19;"Долгота=39° 34' 58.46"" Широта=45° 12' 37.84"""
14;23:32:35;23:48:35;0:16:00;0,00;"Долгота=39° 34' 58.46"" Широта=45° 12' 37.84"""
